id,text,category,subcategory,entity,entity_id,province,province_legacy,district,ward,street,address,sentence_type,template_id,variation,name_variant,number_style,register,source,seed_cell
0fb9304a3754424e,xin hỏi chỗ này có gần hai mươi ngõ chín mươi chín phố Đức Giang ở thành phố Hà Nội không ạ,address,house_address,hai mươi ngõ chín mươi chín phố Đức Giang ở thành phố Hà Nội,osm_street_way_36727856,Hà Nội,,,,Ngõ 99 Phố Đức Giang,20 Ngõ 99 Phố Đức Giang,contextual,contextual_formal_medium_002,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|contextual|formal_medium
65cc8e94eace9b70,xin hỏi khu này có gần hai trăm bảy mươi tư xuyệt bảy ngõ năm mươi hai đường Yên Vĩnh ở thành phố Hà Nội không,address,house_address,hai trăm bảy mươi tư xuyệt bảy ngõ năm mươi hai đường Yên Vĩnh ở thành phố Hà Nội,osm_street_way_599508313,Hà Nội,,,,Ngõ 52 Đường Yên Vĩnh,274/7 Ngõ 52 Đường Yên Vĩnh,contextual,contextual_formal_medium_001,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|contextual|formal_medium
3508d21cfd619913,xin hỏi quanh đây có gần hai trăm hai mươi sáu ngõ một trăm ba mươi lăm phố Đức Giang ở thành phố Hà Nội không ạ,address,house_address,hai trăm hai mươi sáu ngõ một trăm ba mươi lăm phố Đức Giang ở thành phố Hà Nội,osm_street_way_685047113,Hà Nội,,,,Ngõ 135 Phố Đức Giang,226 Ngõ 135 Phố Đức Giang,contextual,contextual_formal_medium_004,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|contextual|formal_medium
53b19172333eba87,xin hỏi quanh đây có gần số sáu tám phố Ánh Dương bảy ở thành phố Hà Nội không,address,house_address,số sáu tám phố Ánh Dương bảy ở thành phố Hà Nội,osm_street_way_1238253025,Hà Nội,,,,Ánh Dương 7,68 Ánh Dương 7,contextual,contextual_formal_medium_004,current+digit_by_digit+prefix+formal,current,digit_by_digit,formal,osm,01|address|contextual|formal_medium
bf898419bce0bc94,chỗ mình đứng gần tám sáu Cầu Đa Phúc ở thành phố Hà Nội không,address,house_address,tám sáu Cầu Đa Phúc ở thành phố Hà Nội,osm_street_way_483053064,Hà Nội,,,,Cầu Đa Phúc,86 Cầu Đa Phúc,contextual,contextual_neutral_medium_008,current+digit_by_digit+no_prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_medium
8abc818f5f38bad0,cho hỏi chỗ đó gần một trăm tám mươi mốt ngõ một trăm bảy mươi sáu phố Nguyễn Sơn ở thành phố Hà Nội không,address,house_address,một trăm tám mươi mốt ngõ một trăm bảy mươi sáu phố Nguyễn Sơn ở thành phố Hà Nội,osm_street_way_220694546,Hà Nội,,,,Ngõ 176 Phố Nguyễn Sơn,181 Ngõ 176 Phố Nguyễn Sơn,contextual,contextual_neutral_medium_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_medium
b9ae93a46073ecda,này ở đây có gần tám xuyệt năm u đường Đông An Thọ ở thành phố Hà Nội không,address,house_address,tám xuyệt năm u đường Đông An Thọ ở thành phố Hà Nội,osm_street_way_601439591,Hà Nội,,,,Đông An Thọ,8/5U Đông An Thọ,contextual,contextual_neutral_medium_009,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_medium
4de9c41d65321326,từ đây đến chín mươi bảy xuyệt năm mươi bảy e ngõ tám đường Quang Tiến ở thành phố Hà Nội có xa không,address,house_address,chín mươi bảy xuyệt năm mươi bảy e ngõ tám đường Quang Tiến ở thành phố Hà Nội,osm_street_way_457742010,Hà Nội,,,,Ngõ 8 Đường Quang Tiến,97/57E Ngõ 8 Đường Quang Tiến,contextual,contextual_neutral_medium_005,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_medium
230d5f7e170197c4,quanh đây có gần một không tám ngõ hai một ba đường Dương Đức Hiền ở thành phố Hà Nội không,address,house_address,một không tám ngõ hai một ba đường Dương Đức Hiền ở thành phố Hà Nội,osm_street_way_896420213,Hà Nội,,,,Ngõ 213 Đường Dương Đức Hiền,108 Ngõ 213 Đường Dương Đức Hiền,contextual,contextual_neutral_medium_002,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_medium
7a7b91d0263cc6a3,cho mình hỏi chỗ này có gần số hai trăm tám mươi hai Ngôi Sao tám ở thành phố Hà Nội không,address,house_address,số hai trăm tám mươi hai Ngôi Sao tám ở thành phố Hà Nội,osm_street_way_1446967914,Hà Nội,,,,Ngôi Sao 8,282 Ngôi Sao 8,contextual,contextual_neutral_medium_001,current+cardinal+no_prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_medium
0bb40d1771ce5495,gần đây có hai không bốn Hoa Sữa ba ở thành phố Hà Nội không,address,house_address,hai không bốn Hoa Sữa ba ở thành phố Hà Nội,osm_street_way_602329510,Hà Nội,,,,Hoa Sữa 3,204 Hoa Sữa 3,contextual,contextual_neutral_medium_003,current+digit_by_digit+no_prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_medium
ef758c95ede40000,số năm mươi tám ngõ ba mươi hai phố Lệ Mật ở thành phố Hà Nội gần đây không,address,house_address,số năm mươi tám ngõ ba mươi hai phố Lệ Mật ở thành phố Hà Nội,osm_street_way_602352598,Hà Nội,,,,Ngõ 32 Phố Lệ Mật,58 Ngõ 32 Phố Lệ Mật,contextual,contextual_neutral_short_003,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_short
f47e3e22662c2b00,chỗ này gần số hai một không ngách bốn không một xuyệt hai không Cổ Nhuế ở thành phố Hà Nội không,address,house_address,số hai một không ngách bốn không một xuyệt hai không Cổ Nhuế ở thành phố Hà Nội,osm_street_way_332672959,Hà Nội,,,,Ngách 401/20 Cổ Nhuế,210 Ngách 401/20 Cổ Nhuế,contextual,contextual_neutral_short_004,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_short
252e50309e0e3c63,số một trăm tám mươi lăm ngách năm mươi ba xuyệt bốn mươi lăm phố Ngọa Long ở thành phố Hà Nội ở gần không,address,house_address,số một trăm tám mươi lăm ngách năm mươi ba xuyệt bốn mươi lăm phố Ngọa Long ở thành phố Hà Nội,osm_street_way_897372096,Hà Nội,,,,Ngách 53/45 Phố Ngọa Long,185 Ngách 53/45 Phố Ngọa Long,contextual,contextual_neutral_short_010,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_short
e8457f718f15d1f3,gần hai năm năm phố Cầu Đất ở thành phố Hà Nội không,address,house_address,hai năm năm phố Cầu Đất ở thành phố Hà Nội,osm_street_way_1360833873,Hà Nội,,,,Cầu Đất,255 Cầu Đất,contextual,contextual_neutral_short_001,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_short
2bdf72d1e0d23d44,số một chín chín tê phố Vịnh Tây một bốn ở thành phố Hà Nội gần đây không,address,house_address,số một chín chín tê phố Vịnh Tây một bốn ở thành phố Hà Nội,osm_street_way_1253154391,Hà Nội,,,,Vịnh Tây 14,199T Vịnh Tây 14,contextual,contextual_neutral_short_003,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|contextual|neutral_short
907ec4597025238c,chỗ này gần một trăm hai mươi hai xuyệt ba mươi chín ngõ một trăm bảy mươi ba đường An Dương Vương ở thành phố Hà Nội không,address,house_address,một trăm hai mươi hai xuyệt ba mươi chín ngõ một trăm bảy mươi ba đường An Dương Vương ở thành phố Hà Nội,osm_street_way_494087819,Hà Nội,,,,Ngõ 173 Đường An Dương Vương,122/39 Ngõ 173 Đường An Dương Vương,contextual,contextual_neutral_short_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_short
19cb5a0917ba2835,hai trăm chín mươi tư ca đường Ánh Dương bốn ở thành phố Hà Nội ở gần không,address,house_address,hai trăm chín mươi tư ca đường Ánh Dương bốn ở thành phố Hà Nội,osm_street_way_1238253083,Hà Nội,,,,Ánh Dương 4,294K Ánh Dương 4,contextual,contextual_neutral_short_010,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|contextual|neutral_short
f1e7a47a11980a8e,"ơ cho hỏi xíu, đường đi mười ba Lê Thúc Chẩn ở thành phố Hà Nội có xa không",address,house_address,mười ba Lê Thúc Chẩn ở thành phố Hà Nội,osm_street_way_777344842,Hà Nội,,,,Phố Lê Thúc Chẩn,13 Phố Lê Thúc Chẩn,conversational,conversational_casual_long_005,current+cardinal+no_prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_long
14225b6bb61d68e9,"mình mới tới đây lần đầu, chỉ mình đường tới số sáu mươi tư xuyệt năm mươi sáu ngõ một bảy chín phố Vĩnh Hưng ở thành phố Hà Nội với",address,house_address,số sáu mươi tư xuyệt năm mươi sáu ngõ một bảy chín phố Vĩnh Hưng ở thành phố Hà Nội,osm_street_way_601530839,Hà Nội,,,,Ngõ 179 Phố Vĩnh Hưng,64/56 Ngõ 179 Phố Vĩnh Hưng,conversational,conversational_casual_long_004,current+mixed+prefix+casual,current,mixed,casual,osm,01|address|conversational|casual_long
c937120fb7a7a842,"cho mình hỏi cái, từ đây qua số hai trăm hai mươi chín ngách một ngõ một đường Tỉnh bốn trăm hai mươi hai đi lối nào thế",address,house_address,số hai trăm hai mươi chín ngách một ngõ một đường Tỉnh bốn trăm hai mươi hai,osm_street_way_894161995,Hà Nội,,,,Ngách 1 Ngõ 1 Đường Tỉnh 422,229 Ngách 1 Ngõ 1 Đường Tỉnh 422,conversational,conversational_casual_long_003,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_long
7147b4889b854032,"cho hỏi tí xíu, gần đây có đường nào tới số một trăm tám mươi bảy xuyệt sáu mươi ba phố Hàm Nghi ở thành phố Hà Nội không",address,house_address,số một trăm tám mươi bảy xuyệt sáu mươi ba phố Hàm Nghi ở thành phố Hà Nội,osm_street_way_399421786,Hà Nội,,,,Phố Hàm Nghi,187/63 Phố Hàm Nghi,conversational,conversational_casual_long_009,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_long
77bf4f8e4c9579f5,"này cho mình hỏi, đi bộ tới một năm bốn ngách một một xuyệt hai đường Yên Nội ở thành phố Hà Nội được không",address,house_address,một năm bốn ngách một một xuyệt hai đường Yên Nội ở thành phố Hà Nội,osm_street_way_1015744995,Hà Nội,,,,Ngách 11/2 Đường Yên Nội,154 Ngách 11/2 Đường Yên Nội,conversational,conversational_casual_long_007,current+digit_by_digit+prefix+casual,current,digit_by_digit,casual,osm,01|address|conversational|casual_long
a2ec8a5ec8251c02,"ơ mình mới tới đây lần đầu, chỉ mình đường tới số hai mươi phố Hàng Đậu với",address,house_address,số hai mươi phố Hàng Đậu,osm_street_way_37449529,Hà Nội,,,,Phố Hàng Đậu,20 Phố Hàng Đậu,conversational,conversational_casual_long_004,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_long
fad3a8d57b91b8ee,biết đường số hai trăm bốn mươi hai xuyệt bốn mươi ngõ ba trăm mười chín đường Tam Trinh ở thành phố Hà Nội không,address,house_address,số hai trăm bốn mươi hai xuyệt bốn mươi ngõ ba trăm mười chín đường Tam Trinh ở thành phố Hà Nội,osm_street_way_599098385,Hà Nội,,,,Ngõ 319 Đường Tam Trinh,242/40 Ngõ 319 Đường Tam Trinh,conversational,conversational_casual_short_002,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_short
5887cf6889e302b1,hỏi tí đường hai tám tám xuyệt bảy bảy ngõ ba chín phố Đặng Vũ Hỷ ở thành phố Hà Nội nha,address,house_address,hai tám tám xuyệt bảy bảy ngõ ba chín phố Đặng Vũ Hỷ ở thành phố Hà Nội,osm_street_way_402400375,Hà Nội,,,,Ngõ 39 Phố Đặng Vũ Hỷ,288/77 Ngõ 39 Phố Đặng Vũ Hỷ,conversational,conversational_casual_short_008,current+digit_by_digit+prefix+casual,current,digit_by_digit,casual,osm,01|address|conversational|casual_short
805a29405b318021,biết hai trăm sáu mươi tám xuyệt sáu mươi chín ngách tám mươi tám xuyệt ba mươi tám phố Giáp Nhị ở thành phố Hà Nội ở đâu không,address,house_address,hai trăm sáu mươi tám xuyệt sáu mươi chín ngách tám mươi tám xuyệt ba mươi tám phố Giáp Nhị ở thành phố Hà Nội,osm_street_way_684497510,Hà Nội,,,,Ngách 88/38 Phố Giáp Nhị,268/69 Ngách 88/38 Phố Giáp Nhị,conversational,conversational_casual_short_006,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_short
109b34125f3689a0,hỏi tí đường chín mươi tư ngõ sáu mươi tám phố Thanh Lân ở thành phố Hà Nội,address,house_address,chín mươi tư ngõ sáu mươi tám phố Thanh Lân ở thành phố Hà Nội,osm_street_way_601477678,Hà Nội,,,,Ngõ 68 Phố Thanh Lân,94 Ngõ 68 Phố Thanh Lân,conversational,conversational_casual_short_008,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_short
9ffc0199f6a4eaed,biết lối hai trăm chín mươi bảy xuyệt tám mươi chín Hồ Xuân Hương ở thành phố Hà Nội không,address,house_address,hai trăm chín mươi bảy xuyệt tám mươi chín Hồ Xuân Hương ở thành phố Hà Nội,osm_street_way_86720370,Hà Nội,,,,Phố Hồ Xuân Hương,297/89 Phố Hồ Xuân Hương,conversational,conversational_casual_short_010,current+cardinal+no_prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_short
ac805e9566e788ad,hỏi lối một trăm bảy mươi Phúc Lợi ở thành phố Hà Nội đi,address,house_address,một trăm bảy mươi Phúc Lợi ở thành phố Hà Nội,osm_street_way_497320146,Hà Nội,,,,Đường Phúc Lợi,170 Đường Phúc Lợi,conversational,conversational_casual_short_004,current+cardinal+no_prefix+casual,current,cardinal,casual,osm,01|address|conversational|casual_short
d0c412bc0fb1b7c5,biết đường hai bốn một vê ngõ năm sáu hai đường Lĩnh Nam không,address,house_address,hai bốn một vê ngõ năm sáu hai đường Lĩnh Nam,osm_street_way_480686991,Hà Nội,,,,Ngõ 562 Đường Lĩnh Nam,241V Ngõ 562 Đường Lĩnh Nam,conversational,conversational_casual_short_002,current+mixed+prefix+casual,current,mixed,casual,osm,01|address|conversational|casual_short
78eebb62517df217,biết lối số hai tám không dê Nguyễn Hiền ở thành phố Hà Nội không,address,house_address,số hai tám không dê Nguyễn Hiền ở thành phố Hà Nội,osm_street_way_28924715,Hà Nội,,,,Phố Nguyễn Hiền,280D Phố Nguyễn Hiền,conversational,conversational_casual_short_010,current+digit_by_digit+no_prefix+casual,current,digit_by_digit,casual,osm,01|address|conversational|casual_short
0bdbd69cba255ecd,tôi muốn hỏi đường đến ba mươi xuyệt ba mươi đường Cầu Đại Tự ở thành phố Hà Nội,address,house_address,ba mươi xuyệt ba mươi đường Cầu Đại Tự ở thành phố Hà Nội,osm_street_way_602021278,Hà Nội,,,,Cầu Đại Tự,30/30 Cầu Đại Tự,conversational,conversational_formal_medium_001,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|conversational|formal_medium
cce07d2ed750a447,tôi muốn hỏi đường đến số một trăm sáu mươi chín xuyệt bốn mươi bảy e ngách chín mươi tư xuyệt bốn mươi lăm phố Thượng Thanh ở thành phố Hà Nội,address,house_address,số một trăm sáu mươi chín xuyệt bốn mươi bảy e ngách chín mươi tư xuyệt bốn mươi lăm phố Thượng Thanh ở thành phố Hà Nội,osm_street_way_36727442,Hà Nội,,,,Ngách 94/45 Phố Thượng Thanh,169/47E Ngách 94/45 Phố Thượng Thanh,conversational,conversational_formal_medium_001,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|conversational|formal_medium
abf4bcd53172b06c,tôi cần hỏi đường đi hai trăm sáu mươi chín phố Quốc Tử Giám ở thành phố Hà Nội ạ,address,house_address,hai trăm sáu mươi chín phố Quốc Tử Giám ở thành phố Hà Nội,osm_street_way_9964440,Hà Nội,,,,Phố Quốc Tử Giám,269 Phố Quốc Tử Giám,conversational,conversational_formal_medium_007,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|conversational|formal_medium
948dcdcea75b79fa,tôi muốn hỏi đường đến một trăm bốn mươi hai đường Long Cảnh ở thành phố Hà Nội ạ,address,house_address,một trăm bốn mươi hai đường Long Cảnh ở thành phố Hà Nội,osm_street_way_550543434,Hà Nội,,,,Long Cảnh,142 Long Cảnh,conversational,conversational_formal_medium_001,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|conversational|formal_medium
043d04ddb96cb0f7,tôi xin hỏi đường đi tới số hai bốn sáu xuyệt chín một ngõ sáu bốn phố Tứ Liên ở thành phố Hà Nội,address,house_address,số hai bốn sáu xuyệt chín một ngõ sáu bốn phố Tứ Liên ở thành phố Hà Nội,osm_street_way_597141566,Hà Nội,,,,Ngõ 64 Phố Tứ Liên,246/91 Ngõ 64 Phố Tứ Liên,conversational,conversational_formal_medium_002,current+digit_by_digit+prefix+formal,current,digit_by_digit,formal,osm,01|address|conversational|formal_medium
a038304919d2d32b,tôi xin hỏi hướng đi đến số hai trăm chín mươi mốt ngõ một trăm bảy mươi tám Phan Trọng Tuệ,address,house_address,số hai trăm chín mươi mốt ngõ một trăm bảy mươi tám Phan Trọng Tuệ,osm_street_way_261258918,Hà Nội,,,,Ngõ 178 Phan Trọng Tuệ,291 Ngõ 178 Phan Trọng Tuệ,conversational,conversational_formal_medium_009,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|conversational|formal_medium
58080cb144dbaba9,này cho tôi hỏi đường đến hai trăm năm mươi sáu đường Yên Hòa ở thành phố Hà Nội với,address,house_address,hai trăm năm mươi sáu đường Yên Hòa ở thành phố Hà Nội,osm_street_way_421033173,Hà Nội,,,,Đường Yên Hòa,256 Đường Yên Hòa,conversational,conversational_neutral_medium_001,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
2c5d85eaa069a161,này tôi muốn hỏi đường tới một sáu chín ngách hai chín sáu xuyệt bốn sáu đường Lĩnh Nam ở thành phố Hà Nội,address,house_address,một sáu chín ngách hai chín sáu xuyệt bốn sáu đường Lĩnh Nam ở thành phố Hà Nội,osm_street_way_1493788036,Hà Nội,,,,Ngách 296/46 Đường Lĩnh Nam,169 Ngách 296/46 Đường Lĩnh Nam,conversational,conversational_neutral_medium_003,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|conversational|neutral_medium
e3290b9b233a6569,à có ai biết đường đến hai trăm chín mươi mốt ngõ bốn trăm chín mươi hai đường Ninh Hiệp ở thành phố Hà Nội không,address,house_address,hai trăm chín mươi mốt ngõ bốn trăm chín mươi hai đường Ninh Hiệp ở thành phố Hà Nội,osm_street_way_659915603,Hà Nội,,,,Ngõ 492 Đường Ninh Hiệp,291 Ngõ 492 Đường Ninh Hiệp,conversational,conversational_neutral_medium_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
ea7fdc4833de5cd5,này có ai biết đường đến số hai trăm bốn mươi bảy phố Đỗ Nhuận không,address,house_address,số hai trăm bốn mươi bảy phố Đỗ Nhuận,osm_street_way_116786159,Hà Nội,,,,Phố Đỗ Nhuận,247 Phố Đỗ Nhuận,conversational,conversational_neutral_medium_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
d12a04d9365fb902,có ai biết đường đến hai trăm ba mươi chín đường Y Sơn hai ở thành phố Hà Nội không,address,house_address,hai trăm ba mươi chín đường Y Sơn hai ở thành phố Hà Nội,osm_street_way_601867479,Hà Nội,,,,Đường Y Sơn 2,239 Đường Y Sơn 2,conversational,conversational_neutral_medium_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
a904ff2baed1b6fc,tôi muốn hỏi đường tới số một bảy năm xuyệt tám chín ngõ một một phố Trung Hòa ở thành phố Hà Nội nhé,address,house_address,số một bảy năm xuyệt tám chín ngõ một một phố Trung Hòa ở thành phố Hà Nội,osm_street_way_675311261,Hà Nội,,,,Ngõ 11 Phố Trung Hòa,175/89 Ngõ 11 Phố Trung Hòa,conversational,conversational_neutral_medium_003,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|conversational|neutral_medium
6b6efbfd4fabe11b,cho hỏi cho tôi xin đường đi số mười sáu ngách ba mươi mốt xuyệt sáu mươi hai ở thành phố Hà Nội được không,address,house_address,số mười sáu ngách ba mươi mốt xuyệt sáu mươi hai ở thành phố Hà Nội,osm_street_way_682983479,Hà Nội,,,,Ngách 31/62,16 Ngách 31/62,conversational,conversational_neutral_medium_008,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
567fc7be58882993,giúp tôi tìm đường đến số hai trăm mười ngõ ba trăm mười lăm đường Xuân Đỉnh với,address,house_address,số hai trăm mười ngõ ba trăm mười lăm đường Xuân Đỉnh,osm_street_way_684503835,Hà Nội,,,,Ngõ 315 Đường Xuân Đỉnh,210 Ngõ 315 Đường Xuân Đỉnh,conversational,conversational_neutral_medium_009,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
f31e700d766bf8d7,à cho tôi xin đường đi hai trăm chín mươi mốt hát ngõ một trăm sáu mươi tám đường Lê Quang Đạo,address,house_address,hai trăm chín mươi mốt hát ngõ một trăm sáu mươi tám đường Lê Quang Đạo,osm_street_way_576742839,Hà Nội,,,,Ngõ 168 Đường Lê Quang Đạo,291H Ngõ 168 Đường Lê Quang Đạo,conversational,conversational_neutral_medium_008,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_medium
e771b0125b363d69,cho tôi hỏi đường đến số chín ba ngõ chín hai phố Ngọc Trì giúp tôi,address,house_address,số chín ba ngõ chín hai phố Ngọc Trì,osm_street_way_890112650,Hà Nội,,,,Ngõ 92 Phố Ngọc Trì,93 Ngõ 92 Phố Ngọc Trì,conversational,conversational_neutral_medium_001,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|conversational|neutral_medium
470e7eb38df35f6c,hỏi đường tới số một trăm bốn mươi hai ngõ hai trăm sáu mươi chín đường Nguyễn Chí Thanh ở thành phố Hà Nội được không,address,house_address,số một trăm bốn mươi hai ngõ hai trăm sáu mươi chín đường Nguyễn Chí Thanh ở thành phố Hà Nội,osm_street_way_1508164860,Hà Nội,,,,Ngõ 269 Đường Nguyễn Chí Thanh,142 Ngõ 269 Đường Nguyễn Chí Thanh,conversational,conversational_neutral_short_002,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_short
