id,text,category,subcategory,entity,entity_id,province,province_legacy,district,ward,street,address,sentence_type,template_id,variation,name_variant,number_style,register,source,seed_cell
470e7eb38df35f6c,cho hỏi ngả tới hai trăm ba mươi hai ngõ hai trăm chín mươi bảy đường Nguyễn Chí Thanh,address,house_address,hai trăm ba mươi hai ngõ hai trăm chín mươi bảy đường Nguyễn Chí Thanh,osm_street_way_1508164857,Hà Nội,,,,Ngõ 297 Đường Nguyễn Chí Thanh,232 Ngõ 297 Đường Nguyễn Chí Thanh,conversational,conversational_neutral_short_009,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_short
c02137824e6dc376,cho hỏi đường đến hai mươi bảy xuyệt tám mươi hai ngõ một trăm bảy mươi bảy ở thành phố Hà Nội với,address,house_address,hai mươi bảy xuyệt tám mươi hai ngõ một trăm bảy mươi bảy ở thành phố Hà Nội,osm_street_way_961872823,Hà Nội,,,,Ngõ 177,27/82 Ngõ 177,conversational,conversational_neutral_short_001,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|conversational|neutral_short
73a64d2e7ea90f81,"ơ chỉ đường tới một trăm bảy mươi ba ngõ một phố Nguyễn Thị Định ở thành phố Hà Nội với, mình chạy xe máy thôi nha",address,house_address,một trăm bảy mươi ba ngõ một phố Nguyễn Thị Định ở thành phố Hà Nội,osm_street_way_570572167,Hà Nội,,,,Ngõ 1 Phố Nguyễn Thị Định,173 Ngõ 1 Phố Nguyễn Thị Định,nav_command,nav_command_casual_long_005,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|nav_command|casual_long
cdf306d69cb6a015,chỉ đường chín mươi bảy ngõ một trăm chín mươi mốt đường Phương Trạch ở thành phố Hà Nội đi mà,address,house_address,chín mươi bảy ngõ một trăm chín mươi mốt đường Phương Trạch ở thành phố Hà Nội,osm_street_way_896916901,Hà Nội,,,,Ngõ 191 Đường Phương Trạch,97 Ngõ 191 Đường Phương Trạch,nav_command,nav_command_casual_short_004,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|nav_command|casual_short
5088acb6d0ec1b09,qua số hai trăm hai mươi chín ngõ mười sáu Đa Lộc ở thành phố Hà Nội giúp mình,address,house_address,số hai trăm hai mươi chín ngõ mười sáu Đa Lộc ở thành phố Hà Nội,osm_street_way_1525458463,Hà Nội,,,,Ngõ 16 Đa Lộc,229 Ngõ 16 Đa Lộc,nav_command,nav_command_casual_short_003,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|nav_command|casual_short
aa1e53bbcd131a14,xin cho hỏi xin được chỉ đường đi tới mười sáu xuyệt bốn mươi mốt ngõ một trăm sáu mươi hai đường Nguyễn Văn Cừ ở thành phố Hà Nội được không ạ,address,house_address,mười sáu xuyệt bốn mươi mốt ngõ một trăm sáu mươi hai đường Nguyễn Văn Cừ ở thành phố Hà Nội,osm_street_way_36727145,Hà Nội,,,,Ngõ 162 Đường Nguyễn Văn Cừ,16/41 Ngõ 162 Đường Nguyễn Văn Cừ,nav_command,nav_command_formal_medium_010,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|nav_command|formal_medium
7299de220e169a57,hướng dẫn đường đến số hai một tám ngõ năm chín phố Tây Tựu,address,house_address,số hai một tám ngõ năm chín phố Tây Tựu,osm_street_way_597577263,Hà Nội,,,,Ngõ 59 Phố Tây Tựu,218 Ngõ 59 Phố Tây Tựu,nav_command,nav_command_neutral_medium_005,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|nav_command|neutral_medium
b4f541bb58d19ab2,chỉ giúp tôi đường đến sáu mươi bảy đường Lê Đình Thiệp nhé,address,house_address,sáu mươi bảy đường Lê Đình Thiệp,osm_street_way_600005792,Hà Nội,,,,Đường Lê Đình Thiệp,67 Đường Lê Đình Thiệp,nav_command,nav_command_neutral_medium_001,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|nav_command|neutral_medium
a18cfe460ac2cba7,tìm đường đến số hai trăm bốn mươi sáu ngách bốn mươi tám xuyệt mười chín phố Văn Trì ở thành phố Hà Nội với,address,house_address,số hai trăm bốn mươi sáu ngách bốn mươi tám xuyệt mười chín phố Văn Trì ở thành phố Hà Nội,osm_street_way_948104361,Hà Nội,,,,Ngách 48/19 Phố Văn Trì,246 Ngách 48/19 Phố Văn Trì,nav_command,nav_command_neutral_short_004,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|nav_command|neutral_short
9c92a3459f9600ab,chỉ lối đến số hai trăm năm mươi sáu ích ngách một trăm ba mươi chín xuyệt năm mươi mốt phố Hoa Lâm ở tỉnh Hà Tây được không,address,house_address,số hai trăm năm mươi sáu ích ngách một trăm ba mươi chín xuyệt năm mươi mốt phố Hoa Lâm ở tỉnh Hà Tây,osm_street_way_890040478,Hà Nội,,,,Ngách 139/51 Phố Hoa Lâm,256X Ngách 139/51 Phố Hoa Lâm,nav_command,nav_command_neutral_short_006,spoken_alias+cardinal+prefix+neutral,spoken_alias,cardinal,neutral,osm,01|address|nav_command|neutral_short
3bdeb2c2ff5dfb1b,"ê à muốn qua số một trăm sáu mươi hai ngách tám mươi ba xuyệt hai mươi mốt Phúc Lợi ở thành phố Hà Nội mà không biết đi lối nào, chỉ mình cái",address,house_address,số một trăm sáu mươi hai ngách tám mươi ba xuyệt hai mươi mốt Phúc Lợi ở thành phố Hà Nội,osm_street_way_675457151,Hà Nội,,,,Ngách 83/21 Phúc Lợi,162 Ngách 83/21 Phúc Lợi,route_question,route_question_casual_long_002,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|route_question|casual_long
84a70433e1022cf6,tám ngõ bảy mươi bảy đường Ngũ Huyện Khê ở thành phố Hà Nội đường nào vậy,address,house_address,tám ngõ bảy mươi bảy đường Ngũ Huyện Khê ở thành phố Hà Nội,osm_street_way_1374754635,Hà Nội,,,,Ngõ 77 Đường Ngũ Huyện Khê,8 Ngõ 77 Đường Ngũ Huyện Khê,route_question,route_question_casual_short_008,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|route_question|casual_short
65b0f13b1519c4c0,xin hỏi từ đây tới số hai không ba Chà Là năm ở thành phố Hà Nội đi lối nào,address,house_address,số hai không ba Chà Là năm ở thành phố Hà Nội,osm_street_way_1450286778,Hà Nội,,,,Chà Là 5,203 Chà Là 5,route_question,route_question_formal_medium_003,current+mixed+no_prefix+formal,current,mixed,formal,osm,01|address|route_question|formal_medium
4b6fd2bcc8828bda,đến tám mươi bảy o ngõ chín mươi chín đường Gia Thượng ở thành phố Hà Nội đi lối nào,address,house_address,tám mươi bảy o ngõ chín mươi chín đường Gia Thượng ở thành phố Hà Nội,osm_street_way_889998566,Hà Nội,,,,Ngõ 99 Đường Gia Thượng,87O Ngõ 99 Đường Gia Thượng,route_question,route_question_neutral_medium_006,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|route_question|neutral_medium
6dd915bf0187d33e,đi bốn mươi chín đường nờ bốn hai ở thành phố Hà Nội đường nào nhanh nhất được không,address,house_address,bốn mươi chín đường nờ bốn hai ở thành phố Hà Nội,osm_street_way_1429652317,Hà Nội,,,,Đường N4-2,49 Đường N4-2,route_question,route_question_neutral_medium_005,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|route_question|neutral_medium
7afbe45c0e34f4e9,đến số một xuyệt sáu tám ngõ một không hai phố Hoàng Đạo Thành ở thành phố Hà Nội lối nào nhỉ,address,house_address,số một xuyệt sáu tám ngõ một không hai phố Hoàng Đạo Thành ở thành phố Hà Nội,osm_street_way_570582404,Hà Nội,,,,Ngõ 102 Phố Hoàng Đạo Thành,1/68 Ngõ 102 Phố Hoàng Đạo Thành,route_question,route_question_neutral_short_008,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|route_question|neutral_short
aac1064a7ab6f7a6,tới số hai trăm năm mươi lăm xuyệt chín tê sờ hai mươi bảy ở thủ đô đường nào vậy,address,house_address,số hai trăm năm mươi lăm xuyệt chín tê sờ hai mươi bảy ở thủ đô,osm_street_way_378865146,Hà Nội,,,,Đường TS27,255/9 Đường TS27,route_question,route_question_neutral_short_007,spoken_alias+cardinal+no_prefix+neutral,spoken_alias,cardinal,neutral,osm,01|address|route_question|neutral_short
10889f3c53210b1e,"kiếm hộ mình một trăm năm mươi mốt xuyệt chín đường Cọ Xanh mười một ở thành phố Hà Nội cái, tiện đường thì ghé qua đi",address,house_address,một trăm năm mươi mốt xuyệt chín đường Cọ Xanh mười một ở thành phố Hà Nội,osm_street_way_1149372985,Hà Nội,,,,Cọ Xanh 11,151/9 Cọ Xanh 11,search,search_casual_long_009,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|search|casual_long
0c64e90ede7f6efd,kiếm thử số một trăm mười hai xuyệt tám mươi ba ngách hai mươi sáu xuyệt hai mươi ba đường Cầu Diễn ở thành phố Hà Nội với,address,house_address,số một trăm mười hai xuyệt tám mươi ba ngách hai mươi sáu xuyệt hai mươi ba đường Cầu Diễn ở thành phố Hà Nội,osm_street_way_675558800,Hà Nội,,,,Ngách 26/23 Đường Cầu Diễn,112/83 Ngách 26/23 Đường Cầu Diễn,search,search_casual_short_005,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|search|casual_short
cbd9964bff422e0e,kiếm hai trăm lẻ bảy xuyệt ba mươi chín ngõ một trăm bốn mươi chín a phố Trần Hòa ở thành phố Hà Nội giúp mình,address,house_address,hai trăm lẻ bảy xuyệt ba mươi chín ngõ một trăm bốn mươi chín a phố Trần Hòa ở thành phố Hà Nội,osm_street_way_1042198717,Hà Nội,,,,Ngõ 149A Phố Trần Hòa,207/39 Ngõ 149A Phố Trần Hòa,search,search_casual_short_002,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|search|casual_short
3aa4545d89144b36,xin phép hỏi xin tìm kiếm giúp bốn bảy phố Cầu vượt Ngã tư Vọng ở thành phố Hà Nội ạ,address,house_address,bốn bảy phố Cầu vượt Ngã tư Vọng ở thành phố Hà Nội,osm_street_way_178102535,Hà Nội,,,,Cầu vượt Ngã tư Vọng,47 Cầu vượt Ngã tư Vọng,search,search_formal_medium_007,current+digit_by_digit+prefix+formal,current,digit_by_digit,formal,osm,01|address|search|formal_medium
4b6e848318afc4d1,cho hỏi tìm giúp tôi chỗ ba mươi tư Cầu Lạc Trung ở thành phố Hà Nội,address,house_address,ba mươi tư Cầu Lạc Trung ở thành phố Hà Nội,osm_street_way_28366577,Hà Nội,,,,Cầu Lạc Trung,34 Cầu Lạc Trung,search,search_neutral_medium_004,current+mixed+no_prefix+neutral,current,mixed,neutral,osm,01|address|search|neutral_medium
e7741141cb3703b2,tra giúp tôi vị trí số hai ba bốn đường Đông Nam Xóm Lác ở thành phố Hà Nội giúp tôi,address,house_address,số hai ba bốn đường Đông Nam Xóm Lác ở thành phố Hà Nội,osm_street_way_897671533,Hà Nội,,,,Đường Đông Nam Xóm Lác,234 Đường Đông Nam Xóm Lác,search,search_neutral_medium_003,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|search|neutral_medium
88f8949fbbb833af,kiếm giúp số hai sáu không ngõ một đường Nguyễn Chí Thanh ở thành phố Hà Nội,address,house_address,số hai sáu không ngõ một đường Nguyễn Chí Thanh ở thành phố Hà Nội,osm_street_way_1508164847,Hà Nội,,,,Ngõ 1 Đường Nguyễn Chí Thanh,260 Ngõ 1 Đường Nguyễn Chí Thanh,search,search_neutral_short_003,current+digit_by_digit+prefix+neutral,current,digit_by_digit,neutral,osm,01|address|search|neutral_short
eb78d63657a78e4c,tìm chín mươi tư phố Cẩm Giang ở thành phố Hà Nội được không,address,house_address,chín mươi tư phố Cẩm Giang ở thành phố Hà Nội,osm_street_way_461981910,Hà Nội,,,,Phố Cẩm Giang,94 Phố Cẩm Giang,search,search_neutral_short_002,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|search|neutral_short
8496c2fd0c2b4bad,"chỗ một trăm ba mươi tư Bằng Lăng mười ở thành phố Hà Nội lúc nãy nói ấy, quẹo vô đó đi",address,house_address,một trăm ba mươi tư Bằng Lăng mười ở thành phố Hà Nội,osm_street_way_704034748,Hà Nội,,,,Đường Bằng Lăng 10,134 Đường Bằng Lăng 10,short_command,short_command_casual_long_006,current+cardinal+no_prefix+casual,current,cardinal,casual,osm,01|address|short_command|casual_long
df8722629d501aad,táp vào số mười bảy ngõ hai trăm sáu mươi chín đường Lạc Long Quân ở thành phố Hà Nội,address,house_address,số mười bảy ngõ hai trăm sáu mươi chín đường Lạc Long Quân ở thành phố Hà Nội,osm_street_way_1354130046,Hà Nội,,,,Ngõ 269 Đường Lạc Long Quân,17 Ngõ 269 Đường Lạc Long Quân,short_command,short_command_casual_short_010,current+cardinal+prefix+casual,current,cardinal,casual,osm,01|address|short_command|casual_short
ba374fbeb2917a29,xin rẽ vào số một trăm ba mươi sáu ngách một trăm bảy mươi hai xuyệt tám đường Phú Diễn ở thành phố Hà Nội giúp tôi với ạ,address,house_address,số một trăm ba mươi sáu ngách một trăm bảy mươi hai xuyệt tám đường Phú Diễn ở thành phố Hà Nội,osm_street_way_399194526,Hà Nội,,,,Ngách 172/8 Đường Phú Diễn,136 Ngách 172/8 Đường Phú Diễn,short_command,short_command_formal_medium_006,current+cardinal+prefix+formal,current,cardinal,formal,osm,01|address|short_command|formal_medium
29795727dca7de66,cho mình hỏi cho xe rẽ vào số hai trăm hai mươi xuyệt sáu i ngõ ba trăm năm mươi tư đường Nguyễn Văn Cừ ở thành phố Hà Nội,address,house_address,số hai trăm hai mươi xuyệt sáu i ngõ ba trăm năm mươi tư đường Nguyễn Văn Cừ ở thành phố Hà Nội,osm_street_way_892183991,Hà Nội,,,,Ngõ 354 Đường Nguyễn Văn Cừ,220/6I Ngõ 354 Đường Nguyễn Văn Cừ,short_command,short_command_neutral_medium_010,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|short_command|neutral_medium
252863660b09d94b,ghé hai trăm bốn mươi ba phố Châu Long ở thành phố Hà Nội với,address,house_address,hai trăm bốn mươi ba phố Châu Long ở thành phố Hà Nội,osm_street_way_11553708,Hà Nội,,,,Phố Châu Long,243 Phố Châu Long,short_command,short_command_neutral_short_006,current+cardinal+prefix+neutral,current,cardinal,neutral,osm,01|address|short_command|neutral_short
4c7edaed5e418ca3,chỗ mình đứng đây gần phường Vĩnh Hưng không ta,admin_unit,ward,phường Vĩnh Hưng,osm_ward_19334586,Hà Nội,,,Vĩnh Hưng,,,contextual,contextual_casual_long_005,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|contextual|casual_long
73d55a2d9fba13f5,gần Quảng Bị ở thành phố Hà Nội hông,admin_unit,ward,Quảng Bị ở thành phố Hà Nội,osm_ward_19514799,Hà Nội,,,Quảng Bị,,,contextual,contextual_casual_short_001,current+none+no_prefix+casual,current,none,casual,manual,01|admin_unit|contextual|casual_short
f3b6de45f63afdf0,xin hỏi từ đây đến xã Ô Diên ở thành phố Hà Nội có xa không,admin_unit,ward,xã Ô Diên ở thành phố Hà Nội,osm_ward_19437093,Hà Nội,,,Ô Diên,,,contextual,contextual_formal_medium_003,current+none+prefix+formal,current,none,formal,manual,01|admin_unit|contextual|formal_medium
d479878085f493cb,từ đây đến thủ đô có xa không,admin_unit,province,thủ đô,province_01,Hà Nội,,,,,,contextual,contextual_neutral_medium_005,spoken_alias+none+no_prefix+neutral,spoken_alias,none,neutral,manual,01|admin_unit|contextual|neutral_medium
789fc7dc08e3b9fc,thế vị trí này gần Dương Hòa không,admin_unit,ward,Dương Hòa,osm_ward_19446383,Hà Nội,,,Dương Hòa,,,contextual,contextual_neutral_medium_010,current+none+no_prefix+neutral,current,none,neutral,manual,01|admin_unit|contextual|neutral_medium
c38205916ed596df,thành phố Hà Nội ở gần không,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,contextual,contextual_neutral_short_010,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|contextual|neutral_short
9ac9eb65def08b32,khu này gần xã Suối Hai không,admin_unit,ward,xã Suối Hai,osm_ward_19514783,Hà Nội,,,Suối Hai,,,contextual,contextual_neutral_short_009,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|contextual|neutral_short
ff495fb06cb44c76,"mình mới tới đây lần đầu, chỉ mình đường tới phường Tây Hồ ở thành phố Hà Nội với",admin_unit,ward,phường Tây Hồ ở thành phố Hà Nội,osm_ward_19332321,Hà Nội,,,Tây Hồ,,,conversational,conversational_casual_long_004,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|conversational|casual_long
f375c150996f832a,hỏi tí đường thành phố Hà Nội đi mà,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,conversational,conversational_casual_short_008,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|conversational|casual_short
9b7c5b130795a5c1,chỉ mình phường Dịch Vọng,admin_unit,ward,phường Dịch Vọng,hn_cg_dichvong,Hà Nội,,,Dịch Vọng,,,conversational,conversational_casual_short_007,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|conversational|casual_short
98750068cf2ef3c1,xin phép hỏi tôi cần hỏi đường đi phường Chương Mỹ ở thành phố Hà Nội,admin_unit,ward,phường Chương Mỹ ở thành phố Hà Nội,osm_ward_19446384,Hà Nội,,,Chương Mỹ,,,conversational,conversational_formal_medium_007,current+none+prefix+formal,current,none,formal,manual,01|admin_unit|conversational|formal_medium
38ea3cf75e629df7,tôi đang cần tìm đường đến thành phố Hà Nội,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,conversational,conversational_neutral_medium_002,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|conversational|neutral_medium
7307277beeaa69b8,cho mình hỏi lối đến Kiến Hưng nhé,admin_unit,ward,Kiến Hưng,osm_ward_19341926,Hà Nội,,,Kiến Hưng,,,conversational,conversational_neutral_medium_006,current+none+no_prefix+neutral,current,none,neutral,manual,01|admin_unit|conversational|neutral_medium
7383aa248e12b888,cho hỏi ngả tới thành phố Hà Nội giúp tôi,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,conversational,conversational_neutral_short_009,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|conversational|neutral_short
71c4dbbe79b0247c,cho hỏi ngả tới phường Ngọc Hà ở thành phố Hà Nội,admin_unit,ward,phường Ngọc Hà ở thành phố Hà Nội,osm_ward_19332320,Hà Nội,,,Ngọc Hà,,,conversational,conversational_neutral_short_009,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|conversational|neutral_short
695772f0071cb0eb,"chỉ mình lối đến Hà Nội đi, mình đang bị lạc nè",admin_unit,province,Hà Nội,province_01,Hà Nội,,,,,,nav_command,nav_command_casual_long_007,current+none+no_prefix+casual,current,none,casual,manual,01|admin_unit|nav_command|casual_long
f61d544850735af0,"này chỉ đường tới xã Phượng Dực với, mình chạy xe máy thôi nha",admin_unit,ward,xã Phượng Dực,osm_ward_19411383,Hà Nội,,,Phượng Dực,,,nav_command,nav_command_casual_long_005,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|nav_command|casual_long
0400fef3c1ae631b,tới Hà Nội,admin_unit,province,Hà Nội,province_01,Hà Nội,,,,,,nav_command,nav_command_casual_short_002,current+none+no_prefix+casual,current,none,casual,manual,01|admin_unit|nav_command|casual_short
c1da04aa8c49fc04,ghé xã Quốc Oai được không,admin_unit,ward,xã Quốc Oai,osm_ward_19435863,Hà Nội,,,Quốc Oai,,,nav_command,nav_command_casual_short_007,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|nav_command|casual_short
2c75505f448db331,cho tôi hỏi một chút xin hướng dẫn đường đến Hà Nội được không ạ,admin_unit,province,Hà Nội,province_01,Hà Nội,,,,,,nav_command,nav_command_formal_medium_006,current+none+no_prefix+formal,current,none,formal,manual,01|admin_unit|nav_command|formal_medium
d9304997f8380f05,mong được chỉ đường tới phường Hoàng Mai ở thành phố Hà Nội giúp tôi với ạ,admin_unit,ward,phường Hoàng Mai ở thành phố Hà Nội,osm_ward_19334587,Hà Nội,,,Hoàng Mai,,,nav_command,nav_command_formal_medium_005,current+none+prefix+formal,current,none,formal,manual,01|admin_unit|nav_command|formal_medium
16c44f2d21d69423,cho tôi hỏi tìm hộ đường đến thành phố Hà Nội được không,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,nav_command,nav_command_neutral_medium_009,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|nav_command|neutral_medium
48bdaeb6cbcf1214,hướng dẫn đường đến Hồng Sơn ở tỉnh Hà Tây,admin_unit,ward,Hồng Sơn ở tỉnh Hà Tây,osm_ward_19514791,Hà Nội,,,Hồng Sơn,,,nav_command,nav_command_neutral_medium_005,spoken_alias+none+no_prefix+neutral,spoken_alias,none,neutral,manual,01|admin_unit|nav_command|neutral_medium
7d08ae3bd26960ea,cho tôi đường đi đến xã Ba Vì,admin_unit,ward,xã Ba Vì,osm_ward_19514782,Hà Nội,,,Ba Vì,,,nav_command,nav_command_neutral_medium_002,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|nav_command|neutral_medium
6d7b25d6315a8908,dẫn đường đến thành phố Hà Nội nhé,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,nav_command,nav_command_neutral_short_003,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|nav_command|neutral_short
d562ae33ab0ec62f,chỉ hướng đến xã Minh Châu,admin_unit,ward,xã Minh Châu,osm_ward_19514786,Hà Nội,,,Minh Châu,,,nav_command,nav_command_neutral_short_009,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|nav_command|neutral_short
cce58fea3a92fecc,chỉ đường đến phường Tùng Thiện giúp tôi,admin_unit,ward,phường Tùng Thiện,osm_ward_19514776,Hà Nội,,,Tùng Thiện,,,nav_command,nav_command_neutral_short_001,current+none+prefix+neutral,current,none,neutral,manual,01|admin_unit|nav_command|neutral_short
0d852ca71c4064b3,từ đây qua Thạch Thất đi lối nào cho lẹ vậy,admin_unit,ward,Thạch Thất,osm_ward_19514772,Hà Nội,,,Thạch Thất,,,route_question,route_question_casual_long_009,current+none+no_prefix+casual,current,none,casual,manual,01|admin_unit|route_question|casual_long
1659e6f03970092f,đường nào tới thành phố Hà Nội,admin_unit,province,thành phố Hà Nội,province_01,Hà Nội,,,,,,route_question,route_question_casual_short_002,current+none+prefix+casual,current,none,casual,manual,01|admin_unit|route_question|casual_short
